"Rank","Artist Name","Country","Genre","Viberate Rank","Spotify Rank","Spotify Followers 1m","Spotify Followers Total","Spotify Monthly Streams 1m","Spotify Monthly Streams Total","Spotify Monthly Listeners 1m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1m","YouTube Subscribers Total","YouTube Views 1m","YouTube Views Total","YouTube Likes 1m","YouTube Likes Total","Social Rank","TikTok Followers 1m","TikTok Followers Total","TikTok Likes 1m","TikTok Views 1m","Instagram Followers 1m","Instagram Followers Total","Instagram Likes 1m","Facebook Followers 1m","Facebook Followers Total","Twitter Followers 1m","Twitter Followers Total","Twitter Likes 1m","Deezer Fans 1m","Deezer Fans Total","SoundCloud Followers 1m","SoundCloud Followers Total","SoundCloud Plays 1m","Shazam Shazams 1m","Radio Airplay Rank","Radio Airplay Spins 1m","Radio Airplay Countries with Spins 1m","Radio Airplay Stations with Spins 1m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1m","Beatport Track Performance Points Total"
"72","Lil Nas X","United States","Hip Hop","152","72","N/A","12476887","N/A","12243021480","N/A","29779505","169012890","125","N/A","19100000","N/A","7099491281","N/A","112581868","843","N/A","29100000","N/A","N/A","N/A","11923920","N/A","N/A","3860811","N/A","8045136","N/A","N/A","1539963","N/A","397108","N/A","N/A","245","N/A","N/A","N/A","32296","7","2","262","N/A","127.42172930385003"
"73","Lil Uzi Vert","United States","Hip Hop","117","73","N/A","15751980","N/A","28276350619","N/A","35174521","208481897","380","N/A","9440000","N/A","6290758302","N/A","66407537","337","N/A","2400000","N/A","N/A","N/A","17524729","N/A","N/A","4322893","N/A","8788292","N/A","N/A","989476","N/A","2998458","N/A","N/A","1004","N/A","N/A","N/A","24986","55","13","308","N/A","117.10977590054081"
"74","A.R. Rahman","India","Pop","175","74","N/A","37293027","N/A","4388986539","N/A","30951106","32366884","383","N/A","3620000","N/A","6524257057","N/A","56149004","480","N/A","792100","N/A","N/A","N/A","7792954","N/A","N/A","24780611","N/A","24474946","N/A","N/A","256461","N/A","32208","N/A","N/A","2787","N/A","N/A","N/A","54354","N/A","N/A","N/A","N/A","N/A"
"75","Bizarrap","Argentina","Hip Hop","49","75","N/A","12186651","N/A","8696614014","N/A","44388928","206392187","89","N/A","20800000","N/A","8140613253","N/A","138930419","75","N/A","10900000","N/A","N/A","N/A","20322191","N/A","N/A","2318560","N/A","4988134","N/A","N/A","911400","N/A","29521","N/A","N/A","1095","N/A","N/A","N/A","106588","3","0","0","N/A","4.842846226262598"
"76","AC/DC","Australia","Rock","113","76","N/A","27177195","N/A","9907622767","N/A","28497161","128784117","135","N/A","10000000","N/A","7333686512","N/A","40289817","1361","N/A","731500","N/A","N/A","N/A","4419714","N/A","N/A","28261058","N/A","542630","N/A","N/A","8726668","N/A","119989","N/A","N/A","33","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"77","Feid","Colombia","Latin","29","77","N/A","6970847","N/A","13258288099","N/A","39457632","218776352","51","N/A","5190000","N/A","8158232630","N/A","46690772","41","N/A","12300000","N/A","N/A","N/A","12168578","N/A","N/A","1478506","N/A","78589","N/A","N/A","625846","N/A","34302","N/A","N/A","506","N/A","N/A","N/A","1383","17","1","202","N/A","1334.6860006251984"
"78","Guns N' Roses","United States","Rock","90","78","N/A","29757260","N/A","8429414229","N/A","28364879","167958410","124","N/A","11400000","N/A","7545519819","N/A","33833395","464","N/A","1200000","N/A","N/A","N/A","6950274","N/A","N/A","29633148","N/A","6456312","N/A","N/A","7554701","N/A","110755","N/A","N/A","59","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"79","James Arthur","United Kingdom","Pop","125","79","N/A","13042085","N/A","10064723780","N/A","38225273","240365167","260","N/A","7110000","N/A","5277757237","N/A","47394562","688","N/A","2300000","N/A","N/A","N/A","2314846","N/A","N/A","2815508","N/A","2061824","N/A","N/A","1264929","N/A","82430","N/A","N/A","389","N/A","N/A","N/A","1507","50","8","499","N/A","2589.218605588254"
"80","Twenty One Pilots","United States","Pop","167","80","N/A","23980766","N/A","14563129439","N/A","25561410","73559017","221","N/A","13200000","N/A","11369704135","N/A","105997235","1822","N/A","952700","N/A","N/A","N/A","8650750","N/A","N/A","6071263","N/A","4038420","N/A","N/A","4482064","N/A","337935","N/A","N/A","199","N/A","N/A","N/A","137266","4","1","121","N/A","341.55839248680826"
"81","Lewis Capaldi","United Kingdom","Pop","97","81","N/A","11586833","N/A","10697773493","N/A","32549102","210901179","235","N/A","6930000","N/A","4023962389","N/A","44627351","133","N/A","8400000","N/A","N/A","N/A","7416871","N/A","N/A","2375489","N/A","1529389","N/A","N/A","906511","N/A","167206","N/A","N/A","51","N/A","N/A","N/A","59426","N/A","N/A","N/A","N/A","N/A"
"82","Myke Towers","Puerto Rico","Latin","42","82","N/A","12227772","N/A","18150028730","N/A","47186487","299760275","55","N/A","11000000","N/A","17548245711","N/A","123583231","152","N/A","2900000","N/A","N/A","N/A","11188974","N/A","N/A","4685083","N/A","1261859","N/A","N/A","1488301","N/A","235253","N/A","N/A","1366","N/A","N/A","N/A","73925","N/A","N/A","N/A","N/A","N/A"
"83","Farruko","Puerto Rico","Latin","88","83","N/A","15462097","N/A","22653525450","N/A","38669673","237383761","35","N/A","18900000","N/A","24459749451","N/A","142006522","267","N/A","3900000","N/A","N/A","N/A","22385628","N/A","N/A","22108036","N/A","5160934","N/A","N/A","3148979","N/A","175319","N/A","N/A","439","N/A","N/A","N/A","689","29","9","1482","N/A","7212.875622272943"
"84","Swae Lee","United States","Hip Hop","188","84","N/A","1790156","N/A","12744535124","N/A","40991263","183333550","236","N/A","838000","N/A","6253438107","N/A","51071355","503","N/A","3600000","N/A","N/A","N/A","11890702","N/A","N/A","5437525","N/A","883416","N/A","N/A","397620","N/A","67034","N/A","N/A","3680","N/A","N/A","N/A","9576","88","26","1590","N/A","546.4954108613484"
"85","Red Hot Chili Peppers","United States","Rock","133","85","N/A","20089069","N/A","13055080806","N/A","30232875","147404413","464","N/A","7500000","N/A","6384874604","N/A","31472914","658","N/A","694400","N/A","N/A","N/A","5520283","N/A","N/A","26350294","N/A","2674070","N/A","N/A","6646954","N/A","160461","N/A","N/A","45","N/A","N/A","N/A","140654","2","1","38","N/A","252.72907641901784"
"86","Black Eyed Peas","United States","Pop","100","86","N/A","7651703","N/A","10592278720","N/A","40003579","200120511","60","N/A","12300000","N/A","10656705918","N/A","63392457","944","N/A","1200000","N/A","N/A","N/A","1183586","N/A","N/A","39038562","N/A","4605095","N/A","N/A","5567279","N/A","66523","N/A","N/A","46","N/A","N/A","N/A","73491","76","7","90","N/A","55.97276528353627"
"87","ROSALÍA","Spain","Pop","62","87","N/A","7758508","N/A","8907047818","N/A","37596135","253552305","106","N/A","10900000","N/A","6921877375","N/A","58884904","42","N/A","32600000","N/A","N/A","N/A","27685922","N/A","N/A","3607142","N/A","4428647","N/A","N/A","688217","N/A","38615","N/A","N/A","444","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"88","The Beatles","United Kingdom","Rock","135","88","N/A","26014023","N/A","21596502559","N/A","29901081","127386598","354","N/A","7490000","N/A","3165638370","N/A","24308768","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","7034504","N/A","322050","N/A","N/A","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"89","Cardi B","United States","Hip Hop","50","89","N/A","22013095","N/A","23195283824","N/A","31706999","251057123","80","N/A","18900000","N/A","20346361921","N/A","168769612","16","N/A","23000000","N/A","N/A","N/A","169034323","N/A","N/A","34400760","N/A","29320000","N/A","N/A","2175690","N/A","837027","N/A","N/A","346","N/A","N/A","N/A","11863","46","20","4187","N/A","1319.5402147932684"
"90","Demi Lovato","United States","Pop","66","90","N/A","25819305","N/A","15914498501","N/A","27644407","131360259","99","N/A","17900000","N/A","12522470837","N/A","108727681","38","N/A","5500000","N/A","N/A","N/A","157185510","N/A","N/A","33463550","N/A","53644462","N/A","N/A","6739893","N/A","145345","N/A","N/A","284","N/A","N/A","N/A","17831","81","8","244","N/A","520.9486981673348"
"91","Lil Baby","United States","Hip Hop","83","91","N/A","15064176","N/A","24542819949","N/A","30571320","198481645","61","N/A","8780000","N/A","11465183883","N/A","93944709","162","N/A","4400000","N/A","N/A","N/A","22847555","N/A","N/A","4963440","N/A","7473841","N/A","N/A","1148443","N/A","1624427","N/A","N/A","357","N/A","N/A","N/A","8117","156","21","464","N/A","693.7612404993428"
"92","Metallica","United States","Metal","99","92","N/A","25710467","N/A","17821661034","N/A","24988340","116766604","261","N/A","9950000","N/A","7530457593","N/A","52561345","179","N/A","2800000","N/A","N/A","N/A","10181254","N/A","N/A","36662199","N/A","6214657","N/A","N/A","7097870","N/A","298622","N/A","N/A","89","N/A","N/A","N/A","4947","2","1","248","N/A","459.1822192740254"
"93","Manuel Turizo","Colombia","Latin","95","93","N/A","12808014","N/A","11007677443","N/A","34724144","204570329","177","N/A","9440000","N/A","13486036538","N/A","57683228","174","N/A","5900000","N/A","N/A","N/A","14140404","N/A","N/A","5303979","N/A","311405","N/A","N/A","1358748","N/A","24519","N/A","N/A","266","N/A","N/A","N/A","5352","2","1","57","N/A","393.3604431135241"
"94","The Neighbourhood","United States","Rock","268","94","N/A","13376595","N/A","9610593429","N/A","31548839","85848481","605","N/A","4930000","N/A","2292547016","N/A","32200114","4204","N/A","N/A","N/A","N/A","N/A","2733033","N/A","N/A","1923268","N/A","1044936","N/A","N/A","1147305","N/A","1120426","N/A","N/A","2222","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"95","Jason Derulo","United States","Pop","39","95","N/A","11906557","N/A","16450097605","N/A","32537303","212419312","63","N/A","19000000","N/A","13004888368","N/A","117906321","64","N/A","58200000","N/A","N/A","N/A","28807266","N/A","N/A","24221436","N/A","3673728","N/A","N/A","5370618","N/A","1134251","N/A","N/A","42","N/A","N/A","N/A","18490","38","6","478","N/A","419.38463045543284"
"96","Pritam","India","Pop","160","96","N/A","19237250","N/A","8972588273","N/A","34077054","20655562","93","N/A","840000","N/A","16424391460","N/A","119124419","5870","N/A","N/A","N/A","N/A","N/A","650306","N/A","N/A","4689955","N/A","1168008","N/A","N/A","53063","N/A","N/A","N/A","N/A","11810","N/A","N/A","N/A","65662","4","0","0","N/A","7.6947144955200715"
"97","P!nk","United States","Pop","86","97","N/A","15724321","N/A","11528612084","N/A","34818673","254896736","140","N/A","12200000","N/A","8578727718","N/A","49628303","164","N/A","3800000","N/A","N/A","N/A","10255508","N/A","N/A","31499886","N/A","31372331","N/A","N/A","4048324","N/A","6334183","N/A","N/A","21","N/A","N/A","N/A","42689","29","0","0","N/A","64.58425375439643"
"98","Lil Wayne","United States","Hip Hop","92","98","N/A","13961073","N/A","36441760175","N/A","34870799","278463821","44","N/A","12200000","N/A","19895986469","N/A","137450500","139","N/A","2500000","N/A","N/A","N/A","18009863","N/A","N/A","49176253","N/A","34935862","N/A","N/A","5436908","N/A","600664","N/A","N/A","1145","N/A","N/A","N/A","519","432","40","1572","N/A","8199.730572148223"
"99","Tiësto","Netherlands","Electronic","165","99","N/A","7074894","N/A","11822234816","N/A","43393635","361618080","372","N/A","6580000","N/A","5075440374","N/A","35754928","1158","N/A","1100000","N/A","N/A","N/A","7241362","N/A","N/A","18353882","N/A","4705702","N/A","N/A","3774334","N/A","1987051","N/A","N/A","163","N/A","N/A","N/A","41","1245","244","31345","N/A","74683.60331426356"
"100","Britney Spears","United States","Pop","87","100","N/A","12710184","N/A","14068383300","N/A","33638116","251447563","148","N/A","10300000","N/A","9219035800","N/A","53482595","76","N/A","7800000","N/A","N/A","N/A","42172810","N/A","N/A","41666852","N/A","55848612","N/A","N/A","4944842","N/A","1256294","N/A","N/A","102","N/A","N/A","N/A","976","135","12","660","N/A","4269.40717437681"
"101","Pitbull","United States","Pop","75","101","N/A","10213343","N/A","19003131758","N/A","36886279","201467230","43","N/A","16400000","N/A","21155024629","N/A","100404724","252","N/A","2700000","N/A","N/A","N/A","10341237","N/A","N/A","53264129","N/A","24815704","N/A","N/A","6849704","N/A","422134","N/A","N/A","113","N/A","N/A","N/A","12760","416","38","3927","N/A","7522.879857593874"
"102","Anne-Marie","United Kingdom","Pop","161","102","N/A","11113943","N/A","10067140421","N/A","41220626","357498724","265","N/A","11200000","N/A","9912611011","N/A","87838204","216","N/A","8000000","N/A","N/A","N/A","9560179","N/A","N/A","7790201","N/A","1150119","N/A","N/A","1762443","N/A","147927","N/A","N/A","595","N/A","N/A","N/A","1192","78","19","934","N/A","4729.940160759256"
"103","Nirvana","United States","Rock","178","103","N/A","18110601","N/A","9670789142","N/A","27755411","104935388","215","N/A","8910000","N/A","4886426740","N/A","38261079","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8909490","N/A","285146","N/A","N/A","N/A","N/A","N/A","N/A","143303","1","0","0","N/A","0.2640204616055095"
"104","Justin Timberlake","United States","Pop","94","104","N/A","13195784","N/A","11508967993","N/A","31273187","186908397","156","N/A","10300000","N/A","9352949659","N/A","46354586","90","N/A","1900000","N/A","N/A","N/A","70991480","N/A","N/A","41794983","N/A","62305620","N/A","N/A","6351273","N/A","7822437","N/A","N/A","88","N/A","N/A","N/A","5589","72","6","541","N/A","1593.110708716288"
"105","ZAYN","United Kingdom","Pop","114","105","N/A","22669355","N/A","9081153019","N/A","25323480","135747032","185","N/A","15500000","N/A","6841815091","N/A","75585936","71","N/A","29800","N/A","N/A","N/A","50941472","N/A","N/A","20582804","N/A","30762591","N/A","N/A","2497374","N/A","157227","N/A","N/A","1793","N/A","N/A","N/A","43087","48","6","99","N/A","100.33566688683702"
"106","Wiz Khalifa","United States","Hip Hop","96","106","N/A","11182564","N/A","21130658229","N/A","30675139","168588970","78","N/A","27700000","N/A","20233694068","N/A","147692433","125","N/A","5300000","N/A","N/A","N/A","40724468","N/A","N/A","47118135","N/A","36667357","N/A","N/A","6692291","N/A","1297276","N/A","N/A","508","N/A","N/A","N/A","13411","247","24","770","N/A","684.0305644638311"
"107","Fleetwood Mac","United States","Rock","279","107","N/A","10294053","N/A","15570257908","N/A","31881541","187263944","1801","N/A","1430000","N/A","1336128669","N/A","8471070","9253","N/A","N/A","N/A","N/A","N/A","126773","N/A","N/A","5187554","N/A","284994","N/A","N/A","1263007","N/A","46132","N/A","N/A","53","N/A","N/A","N/A","112405","35","0","0","N/A","9.694464124466343"
"108","Sebastian Yatra","Colombia","Pop","71","108","N/A","22234353","N/A","12145503200","N/A","28235688","154335004","36","N/A","18100000","N/A","15986902209","N/A","92771070","157","N/A","19000000","N/A","N/A","N/A","29834866","N/A","N/A","13827278","N/A","2438189","N/A","N/A","2198173","N/A","31337","N/A","N/A","239","N/A","N/A","N/A","23066","5","1","26","N/A","47.647289791954464"
"109","JAY-Z","United States","Hip Hop","218","109","N/A","8573728","N/A","19529249691","N/A","35462721","239156943","206","N/A","3410000","N/A","6614453173","N/A","43572757","3194","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22629500","N/A","3055082","N/A","N/A","3311495","N/A","65549","N/A","N/A","414","N/A","N/A","N/A","60330","272","10","123","N/A","83.62915401140695"
"110","DaBaby","United States","Hip Hop","174","110","N/A","11097350","N/A","17850095009","N/A","30053586","184265719","203","N/A","10200000","N/A","7907951555","N/A","95460289","314","N/A","8400000","N/A","N/A","N/A","20714855","N/A","N/A","6478715","N/A","4512720","N/A","N/A","1002402","N/A","854500","N/A","N/A","1019","N/A","N/A","N/A","7747","148","22","860","N/A","653.4259539140103"
"111","Meghan Trainor","United States","Pop","130","111","N/A","13754304","N/A","8218415295","N/A","26398192","202196240","82","N/A","14800000","N/A","9922313468","N/A","85081413","165","N/A","17900000","N/A","N/A","N/A","17974662","N/A","N/A","4841069","N/A","1991310","N/A","N/A","1552221","N/A","48228","N/A","N/A","74","N/A","N/A","N/A","7486","58","8","197","N/A","576.4681538323184"
"112","Becky G","United States","Latin","79","112","N/A","13760874","N/A","8953223352","N/A","32765992","213461169","31","N/A","21400000","N/A","16185260319","N/A","113403631","88","N/A","22300000","N/A","N/A","N/A","37680111","N/A","N/A","19055835","N/A","4460933","N/A","N/A","1713839","N/A","86867","N/A","N/A","768","N/A","N/A","N/A","66325","19","2","36","N/A","20.592430248399854"
"113","50 Cent","United States","Hip Hop","65","113","N/A","12179707","N/A","14871226959","N/A","31442451","130447498","46","N/A","15100000","N/A","11257968025","N/A","71218204","110","N/A","6700000","N/A","N/A","N/A","29694876","N/A","N/A","42207074","N/A","12745776","N/A","N/A","6954059","N/A","1957582","N/A","N/A","555","N/A","N/A","N/A","25635","187","9","951","N/A","121.59165440077142"
"114","Michael Jackson","United States","Pop","46","114","N/A","28424897","N/A","13301453273","N/A","36114519","176688821","41","N/A","28500000","N/A","13018069906","N/A","106136168","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10968357","N/A","8263","N/A","N/A","2","N/A","N/A","N/A","6601","121","18","1762","N/A","2664.7545770904844"
